numero,code,nom_commercial,groupe_therapeutique,prix_fcfa
3282,3192307,SMECTA SUSP BUV B/30 SACH,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",4425.0
3283,3344576,SMEDYL POUDRE POUR SUSP BUV SACHET 3G B/30,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",3885.0
3284,3204696,SMEGAZ CP 500 MG B/3,"ANTIBIOTIQUE, MACROLIDE",2895.0
3285,3403136,SMEMAL CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2740.0
3286,3403099,SMEMAL CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3045.0
3287,3089613,SOCLAV PDRE P SUSP BUV 100MG/12.5MG FL/30ML,"ANTIBIOTIQUE, PENICILLINE",3295.0
3288,3089651,SOCLAV PDRE P SUSP BUV 100MG/12.5MG FL/60ML,"ANTIBIOTIQUE, PENICILLINE",3885.0
3289,3088562,SOCLAV PDRE P SUSP BUV SACHET 500/62.5,"ANTIBIOTIQUE, PENICILLINE",6105.0
3290,3137178,SOCLAV PDRE P SUSP BUV SACHET DOSE 1G/125MG B/l 6,"ANTIBIOTIQUE, PENICILLINE",8006.0
3291,8098234,SODROL PDRE P P INJ 40 MG B/l,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),1490.0
3292,3543726,SOFO-LED CP B/28,"GASTRO.E.H., HEPATITES VIRALES CHRONIQUES",219010.0
3293,3383872,SOFOPAS COMPRIMES PELLICULES 400MG/90MG B/28,"GASTRO.E.H., HEPATITES VIRALES CHRONIQUES",118805.0
3294,3379868,SOFOS COMPRIMES PELLICULES 400MG B/28,"GASTRO.E.H., HEPATITES VIRALES CHRONIQUES",79765.0
3295,3543764,SOFO-VEL CP B/28,"GASTRO.E.H., HEPATITES VIRALES CHRONIQUES",163550.0
3296,3369807,SOFTDROPS CY FL/10ML,"OPHTALMOLOGIE, SUPPLEANCE LACRYMALE",2480.0
3297,8063833,SOLCER 40MG INJ B/1,"GASTRO EH, ULCERE GASTRO-DUODENAL",6200.0
3298,3322796,SOLCER SR 20MG GEL B/28,"GASTRO EH, ULCERE GASTRO-DUODENAL",6625.0
3299,3218495,SOLEXIM CP PELL 200 MG B/10,"ANTIBIOTIQUE, CEPHALOSPORINE",4466.0
3300,3218488,SOLEXIM SUSP BUV 100 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, CEPHALOSPORINE",5540.0
3301,3218471,SOLEXIM-N PDRE P SUSP ORALE 50MG/5ML FL/60ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3475.0
3302,3202913,SOLFER SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",2840.0
3303,3620533,SOLFER FORTE GELULE B/30,"HEMATOLOGIE, ANTI-ANEMIQUES",2410.0
3304,1426781,SOLFER LITE GOUTTE BUV 50MG/350pG FL/15ML,"HEMATOLOGIE, ANTIANEMIQUES",1050.0
3305,1426791,SOLFER LITE SIROP 50MG/350pG FL/200ML,"HEMATOLOGIE, ANTIANEMIQUES",2700.0
3306,3117814,SOLUBACTER SOLUTION MOUSSANTE FL/150 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",2615.0
3307,3155281,SOLUMEDROL PDRE P P INJ 120 MG B/1,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),4440.0
3308,3097170,SOLUMEDROL PDRE P P INJ 20 MG B/1,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),1575.0
3309,3097187,SOLUMEDROL PDRE P P INJ 40 MG B/1,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),1960.0
3310,3201466,SOLUPRED CP EFF 20 MG B/20,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),4270.0
3311,3097520,SOLUPRED CP EFF 5 MG B/30,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),2585.0
3312,8024626,SOLUTAN C JAUNE DERMO-GYNECO SOL P APPL CUT FL/250 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",1765.0
3313,3033524,SOLUTAN C VERT BUCCO-DENTAIRE SOL P APPLCUT FL/250 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",1320.0
3314,9999772,S-OMIPIN LYOPHILISAT POUR SOLUTION INJECTABLE 40MG IV B/l,"GASTRO.E.H., ULCERE GASTRODUODENAL",4230.0
3315,3098040,SOPHTAL CY FL/10ML,"OPHTALMOLOGIE, ANTISEPTIQUES LOCAUX",1170.0
3316,3199775,SOPHTAL SOL P LAVAGE OCULAIRE FL/200 ML,"OPHTALMOLOGIE, ANTISEPTIQUES LOCAUX",4630.0
3317,3312639,SORIATANE GELULE 10 MG B/30,"DERMATOLOGIE, ANTIPSORIASIS",20065.0
3318,3222563,SOTALEX CP 160 MG B/30,"CARDIOLOGIE, ANTIARYTHMIQUES",5430.0
3319,3263037,SOTAMOX PDRE P SOL INJ 1 „2G IV B/l,"ANTIBIOTIQUE, PENICILLINE",2091.0
3320,3246095,SPASFIX AMP INJ B/6,ANTISPASMODIQUE,2690.0
3321,5011603,SPASFIX CP PELL B/30,ANTISPASMODIQUE,2065.0
3322,3098583,SPASFON AMP INJ 40 MG B/6,ANTISPASMODIQUE,2989.0
3323,3098608,SPASFON CP ENR 80 MG B/30,ANTISPASMODIQUE,2250.0
3324,3186301,SPASFON LYOC CP 80 MG B/l 0,ANTISPASMODIQUE,2645.0
3325,3098614,SPASFON SUPPO B/l0,ANTISPASMODIQUE,2300.0
3326,4168601,SPASFON-LYOC CP 1 60MG B/5,ANTISPASMODIQUE,2605.0
3327,9999083,SPASMEX CP 80MG/80MG B/l 0,ANTISPASMODIQUE,720.0
3328,9999084,SPASMEX SOL INJ 40MG/4ML IV/IM B/l0,ANTISPASMODIQUE,4580.0
3329,9999085,SPASMEX SUPPO 150MG/150MG B/6,ANTISPASMODIQUE,1315.0
3330,8011575,SPASMO-APOTEL AMP INJ (600 + 20JMG/4ML B/3,ANTISPASMODIQUE,5540.0
3331,8011606,SPASMO-APOTEL SUPPO (800+10JMG B/5,ANTISPASMODIQUE,2650.0
3332,5608000,SPASMOBUTINE SUSP BUV FL/250ML,"GASTRO.E.H., TROUBLES FONCTIONNELS DIGESTIFS",2510.0
3333,3751126,SPASMOCALM COMPRIMES ORODISPERSIBLES 80MG B/20,ANTISPASMODIQUE,2865.0
3334,3435779,SPASMOL SUPPO 150MG B/l 0,ANTISPASMODIQUE,2205.0
3335,3181195,SPASMOMEN CP 40MG B/30,ANTISPASMODIQUE,6311.0
3336,3200969,SPASMOPRIV GELULE 100 MG B/20,ANTISPASMODIQUE,3345.0
3337,3384923,SPASMOSYL CP ORODISPERSIBLES 80MG B/20,ANTISPASMODIQUE,2066.0
3338,3384961,SPASMOSYL SOLUTION INJECTABLE 40MG/40|j G IV/IM B/6,ANTISPASMODIQUE,2356.0
3339,3384886,SPASMOSYL SUPPO 150 MG B/l 0,ANTISPASMODIQUE,2066.0
3340,3221938,SPASMOTROY COMP 80MG B/20,ANTISPASMODIQUE,2950.0
3341,3221921,SPASMOTROY CP 40 MG B/20,ANTISPASMODIQUE,1531.0
3342,3221945,SPASMOTROY SOL INJ IM/IV 20MG/ML B/2,ANTISPASMODIQUE,500.0
3343,3221946,SPASMOTROY SOL INJ IM/IV 20MG/ML B/3,ANTISPASMODIQUE,501.0
3344,3006256,SPAZOMINE CP B/20,ANTISPASMODIQUE,2785.0
3345,3311837,SPIBAC CP L5MUI B/l 6,"ANTIBIOTIQUE, MACROLIDE",4150.0
3346,3311820,SPIBAC CP PELL3MUI B/l 6,"ANTIBIOTIQUE, MACROLIDE",7520.0
3347,3698191,SPIFEN CP 200 MG B/30,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2592.0
3348,3625137,SPIFEN CP PELLICULE 400MG B/30,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2262.0
3349,8000548,SPIRALIDE CP PELL 3MUI B/l 6,"ANTIBIOTIQUE, MACROLIDE",6020.0
3350,8018034,SPIRAZOLE CP PELL 750.000 MUI/125MG B/30,ANTIBIOTIQUE ET ANTIPARASITAIRE,7740.0
3351,3374603,SPIROGYL COMPRIMES PELLICULES 075MUI/125MG B/20,ANTIBIOTIQUE ET ANTIPARASITAIRE,3200.0
3352,5604060,SP-LIC CP 500 MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",530.0
3353,2029077,SPORALIM LOTION DERM FL/30 ML,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",1394.0
3354,3293391,"STABLON CP 12,5 MG B/30","PSYCHIATRIE, ANTIDEPRESSEURS",8626.0
3355,3192767,STAGIDCP 700 MG B/l00,BIGUANIDE ANTIDIABETIQUE,10835.0
3356,3192750,STAGIDCP 700 MG B/30,BIGUANIDE ANTIDIABETIQUE,3700.0
3357,2029143,STAPHYPEN GELULE 500 MG B/20,"ANTIBIOTIQUE, PENICILLINE",3460.0
3358,5017026,STAPHYPEN PDRE P SUSP BUV 125MG FL/100ML,"ANTIBIOTIQUE, PENICILLINE",3240.0
3359,5017027,STAPHYPEN PDRE P SUSP BUV 250MG FL/100ML,"ANTIBIOTIQUE, PENICILLINE",4520.0
3360,2029166,STARPEN CP ENR 1 G B/l2,"ANTIBIOTIQUE, PENICILLINE",2340.0
3361,3138414,STERDEX POMMADE OPHTALMIQUE UNIDOSE B/l2,"OPHTALMOLOGIE, ANTI- INFLAMMATOIRES ET ANTIBACTERIENS LOCAUX",1975.0
3362,8049738,STERICEF AMP INJ 1 G B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",2588.0
3363,8049721,STERICEF PDRE P P INJ 500 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",2095.0
3364,8049715,STERICEF PDRE P P INJ 250 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",1570.0
3365,8103923,STERILINE SOL P APPL CUT FL/250 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",1940.0
3366,4647626,STERIMAR BEBE SOL P PULV NASALE FL/50 ML,"ORL, DECONGESTIONNANTS",3074.0
3367,6407062,STERIMAR HYPERTONIQUE SOL P PULV NASALE FL/50 ML,"ORL, DECONGESTIONNANTS",4000.0
3368,7362628,STERIMAR MANGANESE SOL P PULV NASALE FL/50 ML,"ORL, DECONGESTIONNANTS",3692.0
3369,7266497,STERIMAR SOL P PULV NASALE FL/50 ML,"ORL, DECONGESTIONNANTS",2665.0
3370,8518831,STERITAX IN J 1500MG B/1,ASSOCIATION D'ANTIBIOTIQUES,3470.0
3371,3099789,STERLANE SOL P APPL LOC FL/125 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",2190.0
3372,3296107,STILNOX CP ENR 10 MG B/20,"PSYCHIATRIE, HYPNOTIQUES",3995.0
3373,8098926,STORVAS CP 10 MG B/30,HYPOLIPEMIANT,7210.0
3374,8098955,STORVAS CP 20 MG B/30,HYPOLIPEMIANT,8599.0
3375,2029864,STRESAM GELULE B/24,"PSYCHIATRIE, ANXYOUTIQUES",2500.0
3376,8386430,STRIMOL EXTRA CP B/20,ANTALGIQUE/ANTIPYRETIQUE,1755.0
3377,8410861,STRIPRILCP 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",5540.0
3378,8410890,STRIPRIL CP 5 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",4165.0
3379,3061305,SUCRAFIL O SUSP BUV FL/100 ML,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",2575.0
3380,3061268,SUCRAFIL SUSP BUV FL/200 ML,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",3860.0
3381,8864211,"SULBACEF AMP INJ 1,5 G B/1",ASSOCIATION D'ANTIBIOTIQUES,4135.0
3382,8844316,SULBACEF INJ 750MG IV/IM B/1,ASSOCIATION D'ANTIBIOTIQUES,2760.0
3383,8054099,SULFADOXINE PYRIMETHAMINE UBI CP 525 MG PLAQUETTE DE 3,"PARASITOLOGIE, ANTIPALUDIQUE",545.0
3384,3101109,"SULFARLEM CP ENR 12,5 MG B/60","GASTRO.E.H., TROUBLES FONCTIONNELS DIGESTIFS",2135.0
3385,8050256,SULRIDCP50 MG B/20,"PSYCHIATRIE, NEUROLEPTIQUES",3280.0
3386,3571118,SUNAVEINE PDRE P P INJ 120 MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",2510.0
3387,3571101,SUNAVEINE PDRE P SOL INJ 60MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",1475.0
3388,2473432,SUNEX PDRE P SOL INJ 120MG IM/IV B/l,"PARASITOLOGIE, ANTIPALUDIQUE",2615.0
3389,8094851,SUPAFEN AD CP B/10,ANTALGIQUE/ANTIPYRETIQUE + AINS,980.0
3390,3283233,SUPERSTAT CP PELL 10 MG B/30,HYPOLIPEMIANT,11050.0
3391,3283271,SUPERSTAT CP PELL 20MG B/30,HYPOLIPEMIANT,16355.0
3392,8078013,SUPIROCIN PDET/15G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",4011.0
3393,8077982,SUPIROCIN PDET/5G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",1505.0
3394,3145414,SUPRADOL GELULE 325MG/37.5MG B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1740.0
3395,3095249,SUPRALER CP 5 MG B28,"ALLERGOLOGIE,ANTIHISTAMINIQUE",6918.0
3396,8069770,SUPRALERCP 5MG B/l 4,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3470.0
3397,8069771,SUPRALER CP 5MG B/7,"ALLERGOLOGIE,ANTIHISTAMINIQUE",1752.0
3398,3301676,SUPRALOX SUSP BUV FL/250ML,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",3570.0
3399,2038811,SURDEX SIROP FL/60ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1226.0
3400,3177928,SURGAM CP 100 MG B/30,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),3885.0
3401,8016850,SURQUINA CP 250MG B/l 8,"PARASITOLOGIE, ANTIPALUDIQUE",2950.0
3402,3142790,SUTRILNEO CP 10 MG B/30,"ANTIHYPERTENSEUR, DIURETIQUE",4466.0
3403,2473650,SWILIDE COMP PELL 500MG B/3,"ANTIBIOTIQUE, MACROLIDE",941.0
3404,2473653,SWILIDE SUSP BUV 200MG/5ML FL/30ML,"ANTIBIOTIQUE, MACROLIDE",941.0
3405,3565820,SYMBICORT TURBUHALER 100/6 PDRE 120 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",13805.0
3406,3565843,SYMBICORT TURBUHALER 200/6 PDRE 120 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",18080.0
3407,3037836,SYMBICORT TURBUHALER 400/12 PDRE 60 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",18075.0
3408,3182869,SYNACTHENE AMP INJO,"ENDOCRINOLOGIE, PRODUIT DIAGNOSTIC",1630.0
3409,3102586,SYNACTHENE RETSUSP INJ 1 MG B/l,"ENDOCRINOLOGIE, PRODUIT DIAGNOSTIC",3575.0
3410,8151336,SYNRIAM CP 150 MG/750MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",3075.0
3411,3285687,SYNTHOL GEL P APPL LOC T/l 00 G,"RHUMATOLOGIE, AUTRES",2470.0
3412,3291736,SYNTHOL SOL P APPL LOC FL/125 ML,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",1890.0
3413,3102959,SYNTHOL SOL P APPL LOC FL/450 ML,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",2520.0
3414,3103019,SYNTOCINON AMP INJ B/3,"GYNECOLOGIE, OCYTOCIQUES",1490.0
3415,8412629,T VAGIMYCIN OVULE B/3,"GYNECOLOGIE, TRAITEMENT DES VULVO- VAGINIQUES",3915.0
3416,3165428,TADENAN GELULE 50 MG B/30,"UROLOGIE , HYPERTROPHIE BENIGNE DE LA PROSTATE",11225.0
3417,7288765,T-AFENAC COMP SEC 100MG/500MG/375MG PLAQUETTE DE 10,ANTALGIQUE/ANTIPYRETIQUE + AINS,2615.0
3418,8070520,TAGERA FORTE CP B/2,ANTIBIOTIQUE ET ANTIPARASITAIRE,3650.0
3419,3180464,TALODOL GELULE 50 MG B/l 0,ANTALGIQUE OPIACE FAIBLE,1960.0
3420,3197592,TALODOL-P CP PELL 37.5/325MG B/l0,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1711.0
3421,3258552,TAMIGEN SOL OPHTA/AURICULAIRE FL/10ML,"OPHTALMOLOGIE, ANTIBACTERIENS LOCAUX",1132.0
3422,3321249,TANAGEL GELULE B/l 5,"GASTRO EH, ANTIDIARRHEIQUE",4040.0
3423,8023130,TANAGEL PDRE P SUSP BUV 250 MG B/20 SACHETS,"GASTRO.E.H., ANTI- DIARRHEIQUE",3335.0
3424,3272259,TANGANIL AMP INJ 500 MG B/5,"NEUROLOGIE, ANTIVERTIGINEUX",2950.0
3425,3384573,TANGANIL CP 500 MG B/30,"NEUROLOGIE, ANTIVERTIGINEUX",4225.0
3426,3351800,TARDYFERON CP EN R 80 MG B/30,"HEMATOLOGIE, ANTIANEMIQUES",2910.0
3427,3291819,TARDYFERON B9 CP ENR B/30,"HEMATOLOGIE, ANTIANEMIQUES",3090.0
3428,3569060,TAREG CP 1 60MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",20555.0
3429,3431226,TAREG CP 80MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",16325.0
3430,3400852,TASIL H SIROP FL/100ML,"PNEUMOLOGIE, ANTITUSSIF",1990.0
3431,8147292,TAVAFLOX CP 500MG B/5,"ANTIBIOTIQUE, QUINOLONE",4870.0
3432,8177809,TAVAFLOX CP PELL 500 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",10240.0
3433,3496556,TAVANIC CP PELL SEC 500 MG B/5,"ANTIBIOTIQUE, QUINOLONE",10706.0
3434,5618986,TAVANIC SOL INJ 5MG/ML FL/50 ML,"ANTIBIOTIQUE, QUINOLONE",14081.0
3435,1266491,TAVASTOR CP PELL 10 MG B/30,HYPOLIPEMIANT,5540.0
3436,1266501,TAVASTOR CP PELL 20MG B/30,HYPOLIPEMIANT,6230.0
3437,1266511,TAVASTOR CP PELL 40MG B/30,HYPOLIPEMIANT,8295.0
3438,3165249,TAXIM-O CP 200 MG B/10,"ANTIBIOTIQUE, CEPHALOSPORINE",6835.0
3439,3165250,TAXIM-O FORTE SUSP BUV 100MG/5ML FL/60ML,"ANTIBIOTIQUE, CEPHALOSPORINE",6835.0
3440,3348109,"T-DOL RAPID CP 325MG/37,5MG B/l 0","ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION COMPORTANT UN OPIOÏDE FABLE",2550.0
3441,3428597,T-DOL RAPID CP DISP 50MG B/l 0,ANTALGIQUE OPIOÏDE FAIBLE,2545.0
3442,3103545,TEGRETOL CP 200 MG B/50,"NEUROLOGIE, ANTIEPILEPTIQUES",6726.0
3443,3314874,TEGRETOL CP EN R LP 200 MG B/30,"NEUROLOGIE, ANTIEPILEPTIQUES",4260.0
3444,3298431,TEGRETOL CP EN R LP 400 MG B/30,"NEUROLOGIE, ANTIEPILEPTIQUES",8064.0
3445,3295639,TEGRETOL SUSP BUV 2% FL/150 ML,"NEUROLOGIE, ANTIEPILEPTIQUES",3515.0
3446,8006485,TEGUMA CP 250 MG B/l 4,ANTIFONGIQUE SYSTEMIQUE,13670.0
3447,8006479,TEGUMA CP 250 MG B/28,ANTIFONGIQUE SYSTEMIQUE,24895.0
3448,8006568,TEGUMA CREME 1 % T/l 5 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",3226.0
3449,3201070,TELEBRIX HISTERO SOL INJ FL/20 ML,OPACIFICATION DES VOIES URINAIRES ET DES VAISSEAUX,4280.0
3450,3454546,TELFAST CP 180 MG B/l 5,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3855.0
3451,3511947,TELI CP 40 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",6370.0
3452,3511948,TELI CP 80 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",9120.0
3453,3511985,TELI H CP 40MG/12.5MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",8846.0
3454,3052600,TELMIKAA CP 40MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",8295.0
3455,3044568,TELMIKAA H CP 40MG/12.5MG B/30,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,9670.0
3456,3544624,TELMINA CP 40 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",9950.0
3457,3544662,TELMINA CP 80 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",11050.0
3458,3257135,TELMIS H CP 40MG/12.5MG B/28,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,9925.0
3459,3257012,TELMIS-A CP 40MG/10MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,11711.0
3460,3256978,TELMIS-A CP 40MG/5MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,9690.0
3461,3257098,TELMIS-A CP 80MG/10MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,15310.0
3462,3257050,TELMIS-A CP 80MG/5MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,13015.0
3463,3991848,TELOD CP 80 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",10430.0
3464,3992326,TELOD-H CP 40MG/12.5MG B/30,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,14730.0
3465,3742038,TEMERIT CP 5 MG B/30,"ANTIHYPERTENSEUR, BÊTABLOQUANT",9845.0
3466,3397696,TEMERIT DUO CP 5MG/12.5MG B/30,ANTIHYPERTENSEUR BETA BLOQUANT ET DIURETIQUE,10155.0
3467,3397818,TEMERIT DUO CP 5MG/25MG B/30,ANTIHYPERTENSEUR BETA BLOQUANT ET DIURETIQUE,10155.0
3468,3153359,TEMESTA CP 1 MG B/30,"PSYCHIATRIE, ANXYOLITIQUES",1297.0
3469,3148996,"TEMESTA CP 2,5 MG B/30","PSYCHIATRIE, ANXYOLITIQUES",2745.0
3470,3273106,"TEMGESIC AMP INJ 0,3 MG B/l 0",ANTALGIQUE OPIOÏDE MIXTE,18500.0
3471,3295272,"TEMGESIC SUBLINGUAL CP 0,2 MG B/20",ANTALGIQUE OPIOÏDE MIXTE,6300.0
3472,3636978,TENO-ALFA CP PELL 25MG B/30,"GASTRO E H, HEPATITES VIRALES CHRONIQUES",13815.0
3473,3294203,TENORETIC CP ENR B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,5860.0
3474,8055070,TENORIC 100 CP B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,6920.0
3475,8055093,TENORIC 50 CP B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,4950.0
3476,3442655,TENORMINE CP 50 MG B/28,"ANTIHYPERTENSEUR, BÊTABLOQUANT",3887.0
3477,3543801,TENOVIR 300MG CPR PELL B/30,"GASTRO.E.H., HEPATITES VIRALES CHRONIQUES",4175.0
3478,8098599,TENSICARD AM CP B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,9140.0
3479,8098613,TENSICARD CP 50 MG B/30,"ANTIHYPERTENSEUR, BÊTABLOQUANT",3420.0
3480,3103746,TENSIONORME CP B/24,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,1628.0
3481,3526347,TENSOPLUS CP 10MG/2.5MG/10MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,15840.0
3482,3526330,TENSOPLUS CP 10MG/2.5MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,3280.0
3483,3526323,TENSOPLUS CP 5MG/1.25MG/10MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,11050.0
3484,3526316,TENSOPLUS CP 5MG/1.25MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,11020.0
3485,2262862,TENSOPREL CP 50 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",4850.0
3486,3314708,TERBIGEN-GH COMPRIMES 250MG B/28,ANTIFONGIQUE SYSTEMIQUE,17940.0
3487,3354407,TERBIGEN-GH CREME 1 % T/l 5 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",1862.0
3488,8406173,TERBINOLCP 250 MG B/14,ANTIFONGIQUE SYSTEMIQUE,11055.0
3489,8406204,TERBINOLCREM 1PC TB15GR,"DERMATOLOGIE, ANTIFONGIQUE",3099.0
3490,3053652,TERBINOL SPRAY 1% FL/30ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",5950.0
3491,3671108,TERCO 40 INJ 1 ML BT 6,"PARASITOLOGIE, ANTIPALUDIQUE",1980.0
3492,3671153,TERCO 80 INJ 1 ML BT 6,"PARASITOLOGIE, ANTIPALUDIQUE",2975.0
3493,3184213,TERGYNAN CP VAGINAL B/l 0,GYNECOLOGIEJRAITEMENT DES VULVOVAGINITES,3336.0
3494,2023956,TERGYNAN CP VAGINAL B/6,GYNECOLOGIEJRAITEMENT DES VULVOVAGINITES,2220.0
3495,3378331,TERLOMEXIN CP VAGINAL 200 MG B/3,GYNECOLOGIEJRAITEMENT DES VULVOVAGINITES,4160.0
3496,3312438,TERPONE SIROP AD FL/180 ML,"PNEUMOLOGIE,ADJUVANTS DES INFECTIONS BRONCHOPULMONAIRES",2053.0
3497,5050022,TERPONE SIROP ENF FL/180 ML,"PNEUMOLOGIE, FLUIDIFIANT BRONCHIQUE",1957.0
3498,3370438,TESS GEL CICATRISANT TUBE DE 5G,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",2785.0
3499,3066399,TETANEA SERUM 1500UI/ML SERING B/l,"INFECTIOLOGIE, VACCINS ET SERUMS",4545.0
3500,8402123,T-FER CAPSB/30,"HEMATOLOGIE, ANTIANEMIQUES",1935.0
3501,8005362,T-FER SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",1681.0
3502,8394636,T-FLUZOLE CP 150MG B/l,ANTIFONGIQUE SYSTEMIQUE,1710.0
3503,3267200,THALIDE GELULE 100 MG B/30,"CANCEROLOGIE, ANTINEOPLASIQUE",180000.0
3504,3105337,"THERALENE SIROP 0,05% FL/150 ML","PNEUMOLOGIE, ANTITUSSIF ANTIHISTAMINIQUE",940.0
3505,5801040,THIAMYCIN CP500MGB/24,"ANTIBIOTIQUE, PHENICOLE",6375.0
3506,8020835,THIAMYCIN SIROP 250 MG/5ML FL 60ML,"ANTIBIOTIQUE, PHENICOLE",3200.0
3507,5801060,THIAMYCIN SIROP FL/60 ML,"ANTIBIOTIQUE, PHENICOLE",2785.0
3508,3105946,THIOBACTIN AMP INJ 750 MG B/l,"ANTIBIOTIQUE, PHENICOLE",2495.0
3509,3105923,THIOBACTIN CP 250 MG B/l 6,"ANTIBIOTIQUE, PHENICOLE",3170.0
